,Unnamed: 0,product_name,Average_rating,Num_of_Rating,Review_Rating,review_title,Review_Text,Posted_Date,Helpfulness,has_images,price,time_lapsed,title_length,text_length,Deviation of star ratings,FOG Index,Flesch Reading Ease
843,843,"Apple Magic Mouse 2 (Wireless, Rechargable) - Silver",4.7,21988,5,??WORK AS EXPECTED,2020-01-15,0,0,15.99,1145,1,3,0.3,14.53,59.97,
844,844,NB North Bayou Monitor Desk Mount Stand Full Motion Swivel Monitor Arm with Gas Spring for 17-30''Computer Monitors(Within 4.4lbs to 19.8lbs) F80,4.5,17206,5,"Yeah, you're not supposed to mount a 43"" monitor on it, but....  : )","I bought the arm in March 2020 when we went into lock down.  This is my work from home desk.  We had bought the desk a couple of years ago because it was cheap.  It was sitting around until Covid happened, then I bought a 27 inch monitor and mounted the arm on the top shelf of the front of the desk in reverse orientation.  You're not supposed to do that, but I did it anyway.  I put some cut up bicycle tube under the mount to keep it from marring the top.  Then I got this itch.... I had a 43 inch monitor at work.....a 4k LED television is really just monitor that streams TV signals (ok...slightly different...but if you compare specs, close enough).  Well, Target had a killer sale on the TCL 43S434 TV and I was off and running.  I mean, this arm is supposed to support just under 20 lbs and the 43 inch TV is 15.5 lbs.  No problem.  It wasn't quite as simple as that, I thought about drilling a hole and using the bolt thru mounting option, but my wife would object to doing that to a 100 year old desk.  So, I built the bracket on the back of the desk out of some excess shelf material laying around.  It's screwed to the back of the desk with 3 inch screws and goes into the top shelf at the back.  It's sturdy.  I then used the bolt thru option rather than the clamp option for extra support.  I had to crank up the tension on the arm spring to support the 43 inch monitor, and had to really tighten the rotating part of the VESA mount because the 43 inch monitor wants to put a whole lot more twist on it than a 27 inch monitor, but it does hold and works very well.  I've been using it in this configuration for most of a week and overall for 8 months.  It's cheap, it has flexibility in base mounting, and it works well.  Excellent!",2020-11-14,7,1,27.9,966,14,342,0.5,8.14,78.59
845,845,"Anker 2-in-1 USB 3.0 SD Card Reader for SDXC, SDHC, MMC, RS-MMC, Micro SDXC, Micro SD, Micro SDHC and UHS-I Cards",4.6,38267,1,My memory Card did not fit in unit,This may be a great device but my memory card did not even fit in the unit so I cannot even evaluate it. To make matters worse Amazon would not permit me to send it back for another similar unit!,2021-09-01,0,0,11.99,606,8,40,3.6,11,76.56
846,846,"Screen Cleaner Kit - Best for LED & LCD TV, Computer Monitor, Laptop, and iPad Screens ??Contains Over 1,572 Sprays in Each Large 16 Ounce Bottle ??Includes Premium Microfiber Cloth",4.7,38368,5,Always spray onto the cloth 1st,"Continues to be my one and only cleaner for all LED type screens from vehicle, smartphone, laptops and Smart TVs Very wise purchase",2022-12-06,0,0,19.99,106,6,23,0.3,12.68,65.05
847,847,"Logitech M510 Wireless Computer Mouse ??Comfortable Shape with USB Unifying Receiver, with Back/Forward Buttons and Side-to-Side Scrolling, Dark Gray",4.6,28251,5,great feel and great action,love that it's small and wirelesshard to locate the place to change a battery... had to resort to Google to find the battery compartment.would purchase again.red color is fun!,2020-09-02,0,0,13.99,954,5,29,0.4,4.3,89.45
848,848,"Fintie Case for iPad 9.7 2018 2017 / iPad Air 2 / iPad Air 1 - [Corner Protection] Multi-Angle Viewing Folio Cover w/Pocket, Auto Wake/Sleep for iPad 6th / 5th Generation, Ocean Marble",4.6,43430,5,Durable,Good quality for the price. Protects my iPad wonderfully,2021-05-18,0,0,19.99,685,1,9,0.4,10.69,58.45
849,849,Amazon Basics External Hard Drive Portable Carrying Case,4.8,74643,4,Well designed.,Fits in a small space.,2020-02-28,0,0,10.92,1259,2,5,0.8,2,117.16
850,850,"NEEWER Ring Light Kit: 18""/48cm Outer 55W 5600K Dimmable LED Ring Light, Light Stand, Carrying Bag for Camera, Smartphone, YouTube, TikTok, Self Portrait Shooting, Black",4.7,60969,5,It works,"So far it works, let?ôs see how long this lasts.Hasta ahora funciona, veamos cu√°nto dura.",2021-05-04,0,1,55.96,713,2,15,0.3,3,80.78
851,851,"Cable Clips Management - Nightstand Accessories - Cord Organizer - Desk Cable Management - Wire Holder System - Adhesive Cord Clips - Home, Office, Cubicle, Car - Gift Idea - Black",4.3,20902,5,"Didn't work for me:( ...but wait, there's more!","I love the idea of this product, the adhesive just doesn't last, super frustrating:(UPDATE:After seeing my negative one star review the folks over at Blue Key World wanted to set things right. They reached out to me in hopes that I would give their product another try, stating that perhaps I had received a defective one. I accepted their offer and received a second set.I have to say kudos to them for standing by their product,  I have had a completely different experience the second time around. Thanks for putting an end to my frustration. They have restored my faith in cable clips, and customer service:) 5 stars!",2020-05-17,1,0,8.97,1054,8,108,0.7,10.16,70.13
852,852,"Mounting Dream TV Wall Mount for Most 26-55 Inch TVs, Full Motion TV Mount with Perfect Center Design, Articulating Mount Max VESA 400x400mm up to 77 LBS, Wall Mount TV Bracket MD2413-MX",4.7,59745,5,Very happy,Great in every way,2021-01-18,0,0,37.99,805,2,4,0.3,1.6,92.8
853,853,"iFixit Pro Tech Toolkit - Electronics, Smartphone, Computer & Tablet Repair Kit",4.9,17318,5,Very good product,Very good product,2023-03-29,0,0,74.95,148,3,3,0.1,1.2,93.81
854,854,"Mounting Dream TV Wall Mount for Most 26-55 Inch TVs, Full Motion TV Mount with Perfect Center Design, Articulating Mount Max VESA 400x400mm up to 77 LBS, Wall Mount TV Bracket MD2413-MX",4.7,59745,5,Looks like just what the picture shows,"It works okay except finding the right screws, that took the most time",2022-03-16,1,0,37.99,383,7,13,0.3,5.2,92.12
855,855,"Sony ZX Series Wired On-Ear Headphones with Mic, White MDR-ZX110AP",4.5,104579,5,Great entry level headphones,Every thing you can expect from an entry level Sony product.  Dont let the price fool you. These head phones are built great and sound good.,2020-08-14,0,0,36.99,959,4,26,0.5,3.48,96.48
856,856,"Logitech Z623 400 Watt Home Speaker System, 2.1 Speaker System - Black",4.6,16085,5,Very Impressed,"To be honest, I've always been skeptical of Logitech but I needed some new speakers for my gaming computer. These speakers well overly exceeded my expectations. Bass is actually more than I will ever need. Satellite speakers have great sound and no feedback or rattling like other speakers I've gotten. As my title says, I'm very impressed. Highly recommend.",2022-04-04,0,0,118,385,2,59,0.4,8.79,59.5
857,857,Apple Lightning to Digital AV Adapter,4.6,65632,2,"Planned obsolescence? Maybe, but certainly poor quality.","The adapter worked fine for a few months and then suddenly quit. I?ôve been very careful with it and have done nothing to cause its failure- not sure if I?ôd get a replacement yet since infrequent usage over six months was too much for it. Poor quality materials or manufacturing, I suppose.",2020-09-21,0,0,19.99,939,7,52,2.6,11.54,70.84
858,858,"Sanus Adjustable Height Speaker Stand - Extends 28"" to 38"" - Holds Satellite & Small Bookshelf Speakers (i.e. Bose, Harmon Kardon, Polk, JBL, KEF, Klipsch, Sony and Others) - Set of 2 - Model: HTBS",4.5,19804,5,3,4,2021-04-10,0,0,45.99,761,1,1,0.5,0.4,121.22
859,859,"Betron BS10 Earphones Wired Headphones in Ear Noise Isolating Earbuds with Microphone and Volume Control Powerful Bass Driven Sound, 12mm Large Drivers, Ergonomic Design",4.3,16023,5,"Beats charge hundreds of dollars, brought for 10 dollars and sounds great",Can?ôt believe how much clearer they sound then beats ... definitely recommend it...,2020-05-16,0,0,18.53,1087,12,13,0.7,9.07,65.39
860,860,Amazon Basics External Hard Drive Portable Carrying Case,4.8,74643,5,Good buy,2 gig hard drive and cable fit very snug.  Has some padding.  The right fit puts a little pressure on the zipper.,2020-01-12,0,0,10.92,1306,2,22,0.2,2.92,97.91
861,861,"UGREEN Tablet Stand Holder Adjustable Portable Desktop Dock Office Compatible for iPad 10.2, iPad Pro 11 Inch, iPad 9.7, iPad Mini 5 4 3 2 iPad Air iPhone 14 13 12 Black",4.6,40796,5,Convenient.,"The stand is excellent in all aspects, except that it adjusts by detents, unlike the discontinued Anker stand that was infinitely adjustable with a spring-loaded hinge.",2020-09-29,1,0,14.99,919,1,26,0.4,15.02,45.09
862,862,"amFilm Screen Protector for iPad Mini 5/iPad Mini 4, Tempered Glass, 1 Pack",4.6,19847,5,So far so good,So far so good. Only had it on my grandsons ipad a few days. But seems really good!,2020-08-13,0,0,6.36,1094,4,18,0.4,2.4,99.23
863,863,"Fujifilm Instax Mini Instant Film, 10 Sheets√ó5 Pack(Total 50 Shoots)",4.8,50332,5,Good,Good,2022-08-15,0,0,51,367,1,1,0.2,0.4,121.22
864,864,"D-FantiX Battery Tester, Universal Battery Checker Small Battery Testers for AAA AA C D 9V 1.5V Button Cell Household Batteries Model BT-168",4.5,23236,5,A necessity,I use this all the time,2021-05-27,0,0,7.99,693,2,6,0.5,2.4,116.15
865,865,"Sony ZX Series Wired On-Ear Headphones with Mic, White MDR-ZX110AP",4.5,104579,5,Simple,the sound quality is great.,2020-11-09,0,0,36.99,872,1,5,0.5,10,83.32
866,866,"Mounting Dream TV Wall Mount for 32-65 Inch TV, TV Mount with Swivel and Tilt, Full Motion TV Bracket with Articulating Dual Arms, Fits 16inch Studs, Max VESA 400X400 mm, 99lbs, MD2380",4.8,37316,5,Great toy. We're solo happyyyy.,"Awesome,  no comments.  5 stars",2021-11-02,0,0,39.99,533,5,5,0.2,2,83.32
867,867,"Apple Magic Mouse 2 (Wireless, Rechargable) - Silver",4.7,21988,5,"Works great, love the gestures.","Gestures are great, easy to setup. If you just need a mouse this is great, not sure what some of the negative reviews are about. I don't game on my computers but the mouse is great for everything I need it for and is plenty fast.",2020-08-18,0,0,15.99,929,5,46,0.3,7.86,89.79
868,868,"Mounting Dream TV Wall Mount for 32-65 Inch TV, TV Mount with Swivel and Tilt, Full Motion TV Bracket with Articulating Dual Arms, Fits 16inch Studs, Max VESA 400X400 mm, 99lbs, MD2380",4.8,37316,5,Wonderful!,"Loved the template and ease of installation. Working wonderfully on our 42"" LG LCD from 2009",2020-03-18,0,0,39.99,1127,1,16,0.2,8.2,71.82
869,869,"Fintie Case for iPad 9.7 2018 2017 / iPad Air 2 / iPad Air 1 - [Corner Protection] Multi-Angle Viewing Folio Cover w/Pocket, Auto Wake/Sleep for iPad 6th / 5th Generation, Ocean Marble",4.6,43430,5,GOOD I-PAD HOLDER,GREAT PRODUCT.GREAT PRICE.,2020-12-29,0,0,19.99,825,3,3,0.4,1.2,59.97
870,870,Universal Remote Control for Most Samsung LCD LED HDTV 3D Smart Home Entertainment TVs (One pcs),4.4,19605,1,Connect,Couldn?ôt connect it. Not sure what I?ôm supposed to do. There?ôs not instructions whatsoever. Please help,2020-07-01,0,0,11.99,1026,1,16,3.4,7.12,74.56
871,871,"Logitech Z623 400 Watt Home Speaker System, 2.1 Speaker System - Black",4.6,16085,4,Great speakers - but manual volume control only!,"Although Amazon says I bought the Analog version, I actually bought the Analog/Optical version.  These speakers don't work as far as remote volume control goes, when you use your Samsung TV's optical audio output.  The volume can only be adjusted manually, I have to get up and move, fer cryin'out loud...I hooked these up to my Samsung smart TV via the optical audio output (because my TV doesn't have any other audio outputs that this Logitech unit accepts).  Works perfectly - but the optical audio output is always at a fixed volume, line out, and cannot be controlled by the TV or other remotes.  In fact the optical audio is ALWAYS output even when it's not selected as an audio output via the TV menu.So I went back to using my less powerful, lesser sound quality Logitech Bluetooth speakers much of the time, which can be volume controlled by the various remotes, and are OK for most uses.  BUT...I leave the Logitech THX system connected, but turned off, or on at the lowest volume setting.  When I want the THX sound quality I just turn it on manually and adjust the volume manually, turning the Bluetooth down as far as it will go (unless I turn it all off and disconnect it, it keeps asking on-screen to re-connect).It's a kluge, but workable.  I'm not happy with not being able to adjust the volume remotely, only manually but I can live with that when I'm watching a movie.  I guess I'll HAVE to live with that, unless/until Samsung does a software update that allows the optical audio output to be volume controlled by the remote.  I'm not holding my breath for that as it's been several years that Samsung TVs have been like this with respect to optical digital audio output.If all this seems like a lot of trouble, it is.  But  it's worth it - the difference in the sound quality over Bluetooth is immediately noticeable, in the deeper bass, the crisper midrange and highs.  The more I listen the more I like it!",2020-09-29,0,0,118,937,8,344,0.6,10.2,58.21
872,872,"NETGEAR Wi-Fi Range Extender EX2700 - Coverage Up to 800 Sq Ft and 10 devices with N300 Wireless Signal Booster & Repeater (Up to 300Mbps Speed), and Compact Wall Plug Design",3.9,110468,5,Easy & cost effective,Very good product,2020-02-21,0,0,29.99,1118,4,3,1.1,1.2,93.81
873,873,"NETGEAR Wi-Fi Range Extender EX3700 - Coverage Up to 1000 Sq Ft and 15 Devices with AC750 Dual Band Wireless Signal Booster & Repeater (Up to 750Mbps Speed), and Compact Wall Plug Design",3.8,76290,1,Does nothing.,Appears to make no difference.,2022-12-10,0,0,59.9,96,2,5,2.8,2,66.4
874,874,"Midland - WR120B - NOAA Emergency Weather Alert Radio - S.A.M.E. Localized Programming, Trilingual Display, 60+ Emergency Alerts, & Alarm Clock (WR120B - Box Packaging)",4.6,18908,1,Not worth the $30.00,"Save your money on this unit. The receiver is so weak it can barely pick up weather radio inside an externally facing room with a window. Standing directly next to it my Kenwood Handheld radio picks it up loud and clear. If you are relying on this unit for your family's safety, do yourself a favor and get a better tool. Midland used to be a great company, but their quality has gone to the dogs!",2020-05-17,2,0,39.99,1195,4,76,3.6,8.71,72.97
875,875,"RCA to HDMI, GANA 1080P Mini RCA Composite CVBS AV to HDMI Video Audio Converter Adapter Supporting PAL/NTSC with USB Charge Cable for PC Laptop Xbox PS4 PS3 TV STB VHS VCR Camera DVD (Black)",4.4,18061,5,Works great!,I used this to convert the rca output from a 5.8 GHz video receiver so I could use my HDMI monitor as an FPV screen. Works perfect!,2020-06-22,0,0,6.99,996,2,27,0.6,8.36,83.15
876,876,"Energizer Rechargeable AA and AAA Battery Charger (Recharge Pro) with 4 AA NiMH Rechargeable Batteries, Auto-Safety Feature, Over-Charge Protection",4.7,62436,5,convenient charger,This charger is nice and the light indicators make it nice to know when the batteries are getting fully charged,2023-01-28,0,0,11.39,68,2,20,0.3,12,68.1
877,877,"Amazon Basics 3.5mm Aux Jack Audio Extension Cable, Male to Female, Adapter for Headphone or Smartphone, 6 Foot, Black",4.6,57765,4,Almost perfect,Everything is great except the female end could be improved. Not the best connection with any of my cords. But good enough and I still use.,2021-12-09,0,0,6.99,528,2,26,0.6,5.02,88.02
878,878,Apple Lightning to 3.5 mm Headphone Jack Adapter,4.7,223181,5,Very Fine Product,Good product,2020-04-28,0,0,9.99,1057,3,2,0.3,0.8,77.91
879,879,"Midland - WR120B - NOAA Emergency Weather Alert Radio - S.A.M.E. Localized Programming, Trilingual Display, 60+ Emergency Alerts, & Alarm Clock (WR120B - Box Packaging)",4.6,18908,5,"Works well, can save lives.","I turned off a lot of notifications as I have other ways of getting them. But the tornado warning feature worked great! On the second night of owning this alarm, a large supercell formed and my town was put under tornado warning. The radio went off before the outdoor tornado sirens, furthermore we would not have heard the outdoor sirens without this radio because it was around 1am.",2023-08-25,1,0,39.99,0,5,68,0.4,9.15,71.14
880,880,"TECKNET Wireless Mouse, 2.4G USB Computer Mouse with 6-Level Adjustable 3200 DPI, 30 Months Battery, Ergonomic Grips, 6 Buttons Portable for PC, Chromebook, Mac - Red",4.4,29126,1,Stopped working,Worst mouse I?ôve ever used. Stopped working almost immediately and seller doesn?ôt accept returns. Very disappointed.,2022-03-02,0,0,9.49,540,2,16,3.4,8.2,37.98
881,881,"Fintie Rotating Case for iPad 6th / 5th Generation (2018 2017 Model, 9.7 inch), iPad Air 2 / iPad Air 1-360 Degree Rotating Protective Stand Cover Auto Sleep Wake, Composition Book",4.5,25873,3,Order and get correct size.  I measured but it was still too small.  Easily returned for credit.,This item was too small for my iPad.Returned easily.,2021-04-28,0,0,13.99,716,17,9,1.5,8.04,96.18
882,882,"Upgraded, Anker Soundcore Boost Bluetooth Speaker with Well-Balanced Sound, BassUp, 12H Playtime, USB-C, IPX7 Waterproof, Wireless Speaker with Customizable EQ via App, Wireless Stereo Pairing",4.6,28665,3,Slight muffled sound.,Sound is not crisp and rich and has a slight muffled effect. Overall it is ok for the price.,2020-12-06,0,0,101,982,3,19,1.6,3.8,95.67
883,883,"Screen Cleaner Kit - Best for LED & LCD TV, Computer Monitor, Laptop, and iPad Screens ??Contains Over 1,572 Sprays in Each Large 16 Ounce Bottle ??Includes Premium Microfiber Cloth",4.7,38368,5,Works Great!,"Worked great on TV screen. Dog likes to watch TV and barks at animals, lot of dry ?úslobber??on screen. Sprayed and wiped right off with no scrubbing.  Bought two more and gave to my sons for their use.  Just remember, per directions, screen must be cool when you use. So I clean it when I do the dusting and first thing in the morning before turning TV on.",2020-07-08,0,0,19.99,987,2,69,0.3,5.76,93.64
884,884,Universal Remote Control for Most Samsung LCD LED HDTV 3D Smart Home Entertainment TVs (One pcs),4.4,19605,5,Easy to use.,Just put in the batteries and the tv synced right up.,2020-03-06,0,0,11.99,1143,3,11,0.6,8.04,94.15
885,885,"Screen Cleaner Kit - Best for LED & LCD TV, Computer Monitor, Laptop, and iPad Screens ??Contains Over 1,572 Sprays in Each Large 16 Ounce Bottle ??Includes Premium Microfiber Cloth",4.7,38368,5,Best out there,Works great,2020-03-08,0,0,19.99,1109,3,2,0.3,0.8,120.21
886,886,NETGEAR Nighthawk Smart Wi-Fi Router (R7000) - AC1900 Wireless Speed (Up to 1900 Mbps) | Up to 1800 Sq Ft Coverage & 30 Devices | 4 x 1G Ethernet and 2 USB ports | Armor Security,4.3,22198,5,High Speed Router,"Great high speed router, easy installation.",2021-11-23,0,0,175.99,511,3,6,0.7,9.07,73.85
887,887,"Emergency Hand Crank Radio with LED Flashlight for Emergency, AM/FM NOAA Portable Weather Radio with 2000mAh Power Bank Phone Charger, USB Charged & Solar Power for Camping, Emergency",4.5,17230,5,Very impressed,Like the flashlight. Also can be charged with usb. Radio works well. Will definitely order another one.,2021-10-16,1,0,35.99,656,2,17,0.5,4.07,75.57
888,888,"Sanus Adjustable Height Speaker Stand - Extends 28"" to 38"" - Holds Satellite & Small Bookshelf Speakers (i.e. Bose, Harmon Kardon, Polk, JBL, KEF, Klipsch, Sony and Others) - Set of 2 - Model: HTBS",4.5,19804,2,Wires will not go through,"First I had to ignore using a washer then find out the wire from the speaker for myVizio V51-H6  36"" 5.1 system wire will not go through.I may need to return and look for another oneIt is solid and stable but the pipes need more clearance",2021-01-24,0,0,45.99,837,5,46,2.5,6.12,89.79
889,889,"Handsfree Call Car Charger,Wireless Bluetooth FM Transmitter Radio Receiver,Mp3 Audio Music Stereo Adapter,Dual USB Port Charger Compatible for All Smartphones,Samsung Galaxy,LG,HTC,etc.",4.3,45909,5,great buy!,had it for months now. Still works and looks new. Love rhe 2 usb ports for multiple things. Fast shipping,2020-06-25,0,0,16.99,1021,2,20,0.7,4.68,98.51
890,890,Betron YSM1000 Earphones in Ear Headphones Wired 3.5mm Jack Tangle-Free Cable Case and Noise Isolating Earbuds,4.3,15398,1,Frustrating,"The most frustrating thing about these earbuds is that they tangle incredibly easily and they seem to get caught on everything. Compared to my other brands of earbuds, these are unusable for activities.",2020-01-10,0,0,18.53,1288,1,33,3.3,12.66,54.73
891,891,"Midland - WR120B - NOAA Emergency Weather Alert Radio - S.A.M.E. Localized Programming, Trilingual Display, 60+ Emergency Alerts, & Alarm Clock (WR120B - Box Packaging)",4.6,18908,5,Exceptional neccesity!!,"Love the S.A.M.E. Technology, I found it even alerts on Amber alerts! Well done Midland!",2021-06-28,0,0,39.99,788,2,15,0.4,4.67,91.78
892,892,"NEEWER Ring Light Kit: 18""/48cm Outer 55W 5600K Dimmable LED Ring Light, Light Stand, Carrying Bag for Camera, Smartphone, YouTube, TikTok, Self Portrait Shooting, Black",4.7,60969,4,"Neewer Ring Light Kit:18""/48cm Review",It's exactly what I expected.Pro: Light get really bright and easily dimmable.I love all the accessories that come with it.Con: My phone doesn't sit high like the example in the instructions.Its also really top heavy and I can't tilt it down to far without it toppling over.,2020-04-24,1,0,55.96,1088,5,47,0.7,8.87,70.39
893,893,"fire-Cable Plus Wireless Adapter, Powers Streaming TV Sticks Directly from TV USB Port (Eliminates AC Outlet and Cords)",4.1,19987,4,Super simple.,Easy to install.,2021-06-15,0,0,9.99,739,2,3,0.1,1.2,93.81
894,894,"Fujifilm Instax Mini Instant Film, 10 Sheets√ó5 Pack(Total 50 Shoots)",4.8,50332,2,Only 40 sheets in pack,The description says 50 sheets but I was only sent 40 sheets.,2020-07-05,1,0,51,1138,5,12,2.8,8.13,84.68
895,895,"Amazon Basics 5-Pack RJ45 Cat 6 Ethernet Patch Cable, 1Gpbs Transfer Speed, Gold-Plated Connectors, 5 Foot, Black",4.7,122681,4,Works great,Works great. Wifi signal still kind of weak but that may be due to other technical issues,2021-06-13,0,0,14.24,698,2,17,0.7,9.15,79.6
896,896,Sony MDREX15LP/P In-Ear Headphone (Pink),4.3,33087,1,Wont recommend,Can?ôt barely hear anything,2020-12-02,1,0,19.99,996,2,4,3.3,1.6,75.88
897,897,"Logitech M570 Wireless Trackball Mouse ??Ergonomic Design with Sculpted Right-Hand Shape, Compatible with Apple Mac / Microsoft, USB Unifying Receiver, Dark Gray (Discontinued by Manufacturer)",4.6,46483,5,My Second Purchase for a new computer,"I absolutely LOVE this mouse. This is actually the second time I've purchased one. I still have the first one and use it for my desktop computer. This one was purchased to use with my new laptop. I hate having wires for peripheral devices, so this is perfect. I have used a trackball for so long that I can't stand using a regular mouse anymore. The mouse is very comfortable and I can use it for hours and not get any hand pain or discomfort. The batteries last a long time, too! I rarely have to change them. They will last even longer if you turn the mouse off when not in use. I frequently use this for gaming (World of Warcraft) and absolutely love it. The scrolling is nice and smooth, as well.",2021-02-06,0,0,87.14,755,7,134,0.4,7.17,85.49
898,898,"TOSLINK Cable, Optical Audio Cable ??35 feet Long Fiber Optic Cable for soundbars (TOSLINK to TOSLINK, Digital S/PDIF Cable, Stereo Systems/amplifiers/amps, Home Cinema, Xbox One/PS5) ??CableDirect",4.7,28915,5,Feels and looks good with gold connectors,It looks nice and feels well made.,2021-01-06,0,0,8.99,961,7,7,0.3,2.8,115.13
899,899,"Fintie Case for iPad 9.7 2018 2017 / iPad Air 2 / iPad Air 1 - [Corner Protection] Multi-Angle Viewing Folio Cover w/Pocket, Auto Wake/Sleep for iPad 6th / 5th Generation, Ocean Marble",4.6,43430,5,Trustworthy product,Durable and very pretty. Second cover I?ôve gotten from Finite.,2020-12-24,0,0,19.99,830,2,10,0.4,2,74.86
900,900,"Amazon Basics 2-Pack USB-A 3.0 Extension Cable, 4.8Gbps High-Speed, Male to Female Gold-Plated Connectors, 6 Foot, Black",4.7,85201,5,Nice quality!,"Pleasantly surprised at the high quality of this product, nice heavy cord.",2020-01-01,0,0,16.14,1195,2,12,0.3,11.47,67.76
901,901,"The Bose SoundLink Revolve, the Portable Bluetooth Speaker with 360 Wireless Surround Sound, Lux Gray",4.7,21202,5,Needed a speaker for my workout area :),Love it! It has the beautiful deep tones you expect with a Bose product. Couldn't be happier jamming out during my workout. :),2021-07-21,0,0,79.99,654,8,23,0.3,6.22,68.77
902,902,"Amazon Basics 14-Inch Tablet Bag, Black",4.7,82733,4,Exactly what I needed.,"This product is exactly what I needed. It's roomy enough, not only for my Laptop, but also for the power cord and mouse. Still plenty of room left over. Separate pockets for accessories and any documents you might want to carry along.",2023-02-23,0,0,24.14,43,4,42,0.7,7.06,77.74
903,903,"Mounting Dream UL Listed TV Mount for Most 37-70 Inch TV, Universal Tilt TV Wall Mount Fit 16"", 18"", 24"" Stud with Loading Capacity 132lbs, Max Vesa 600 x 400mm, Low Profile Flat Wall Mount Bracket",4.7,100244,5,Performs well with a 50??Vizio,Great mount for the price. Performs as expected and secures tv well to the wall. I hung a 50??vizio and I don?ôt have any real complaints besides the limited range of motion. But that?ôs not the product to blame cause I choose this design. There are mounts that have the ability to extend and provide more range.,2020-03-12,1,0,28.49,1116,6,58,0.3,6.71,85.08
904,904,Apple Lightning to Digital AV Adapter,4.6,65632,5,Buy now !,Perfect adapter for streaming from your phone to your tv !,2020-03-10,0,0,19.99,1134,3,11,0.4,4,95.17
905,905,"Fujifilm Instax Mini Instant Film, 10 Sheets√ó5 Pack(Total 50 Shoots)",4.8,50332,1,fake,"Not the product that is demonstrated. Poor quality, counterfeit? unbelievable that there are so many +reviews",2020-12-10,2,0,51,980,1,16,3.8,12.12,57.64
906,906,"Mounting Dream TV Wall Mount Swivel and Tilt for Most 26-55 Inch TV, TV Mount Perfect Center Design, Full Motion TV Mount Bracket with Articulation, up to VESA 400x400mm, 60 lbs, MD2377",4.8,44978,5,Works smoothly and attaches to tv easily.,Up and operating in 30 minutes. All parts were present.  Good instructions. Good value.,2020-12-13,0,0,37.99,868,7,14,0.2,8.51,72.83
907,907,"Bluetooth Audio Adapter for Music Streaming Sound System, esinkin W29-us Wireless Audio Adapter Works with Smart Phones and Tablets, Wireless Adapter for Speakers",4.5,41802,4,Worked good,Excellent,2022-09-26,0,0,23.99,195,2,1,0.5,40.4,-47.99
908,908,SABRENT 4 Port USB 2.0 Data Hub with Individual LED lit Power Switches [Charging NOT Supported] for Mac & PC (HB-UMLS),4.6,119789,5,Power switches are Convenient and Powerful,I just purchase this few days ago. I was impressed by how functional and convenient it is. You can turn on and off each USB ports by pressing the individual button instead of plug in and out. It's really a powerful little piece!,2022-10-17,0,0,7.95,157,6,43,0.4,7.11,77.43
909,909,"Apple Magic Mouse 2 (Wireless, Rechargable) - Silver",4.7,21988,5,Mouse,Works,2020-02-07,0,0,15.99,1122,1,1,0.3,0.4,121.22
910,910,PROZOR 192KHz Digital to Analog Audio Converter DAC Digital SPDIF Optical to Analog L/R RCA Converter Toslink Optical to 3.5mm Jack Adapter for PS3 HD DVD PS4 Amp Apple TV Home Cinema,4.4,36537,5,Works!,Works as advertised for old 1990s Dolby Pro-Logic Sony receiver STR-D1090.,2021-03-22,0,0,13.85,770,1,11,0.6,11.67,60.31
911,911,"Amazon Basics 3.5mm Aux Jack Audio Extension Cable, Male to Female, Adapter for Headphone or Smartphone, 6 Foot, Black",4.6,57765,5,Very functional.,Very functional item.  Came as described and well packaged,2021-05-07,0,0,6.99,744,2,9,0.4,6.24,83.83
912,912,"Mounting Dream TV Wall Mount for Most 26-55 Inch TVs, Full Motion TV Mount with Perfect Center Design, Articulating Mount Max VESA 400x400mm up to 77 LBS, Wall Mount TV Bracket MD2413-MX",4.7,59745,5,Just what I wanted,Good range of motion. Sturdy. A little trouble keeping it level but still happy,2022-05-07,0,0,37.99,331,4,14,0.3,2.8,72.83
913,913,"Emergency Hand Crank Radio with LED Flashlight for Emergency, AM/FM NOAA Portable Weather Radio with 2000mAh Power Bank Phone Charger, USB Charged & Solar Power for Camping, Emergency",4.5,17230,5,Remembering to charge the solar battery.,Very pleased!,2022-03-24,0,0,35.99,497,6,2,0.5,0.8,120.21
914,914,"Fintie Case for iPad 9.7 2018 2017 / iPad Air 2 / iPad Air 1 - [Corner Protection] Multi-Angle Viewing Folio Cover w/Pocket, Auto Wake/Sleep for iPad 6th / 5th Generation, Ocean Marble",4.6,43430,5,Quality cover,Love this cover. Not heavy and looks very expensive.,2021-03-24,0,0,19.99,740,2,9,0.4,6.24,92.29
915,915,"Logitech M570 Wireless Trackball Mouse ??Ergonomic Design with Sculpted Right-Hand Shape, Compatible with Apple Mac / Microsoft, USB Unifying Receiver, Dark Gray (Discontinued by Manufacturer)",4.6,46483,2,Just ok.,I had a corded one back in the day and it was smooth and built like a tank. This thing feels like a egg shell with a ball in it. Definitely not worth the money I paid for it. Globalism produces junk.,2022-04-10,0,0,87.14,327,2,42,2.6,6.1,94.66
916,916,"Apple Magic Mouse 2 (Wireless, Rechargable) - Silver",4.7,21988,4,Good battery life,"It works well, but it gets a little uncomfortable after a long time using it. It is very expensive, you can find a much better mouse at this price range. One positive point: the battery lasts a long time with just one charge, I don't even remember the last time I charged my mouse",2021-04-23,0,1,15.99,681,3,54,0.7,9.42,78.59
