Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,Reviewer,Review Title,Link,Rating_Distribution,Rating_of_Performance,Rating_of_Story
Read the bad seed  Or the hangmans  son   If you really want to experience a psycho,07-07-12,3,4.4,59377,2,RBL,I came to hate the characters,https://www.audible.com/pd/Gone-Girl-Audiobook/B0085XRNWM,"34733,16030,5298,1817,1499","35336,12125,3425,925,745","30779,13400,4974,1886,1585"
"I was almost stopping listening to it, but something kept me in it Totally fascinated with Piranesi and his story",08-09-24,5,4.6,8793,0,Peter,Not like anything i have heard before,https://www.audible.com/pd/Piranesi-Audiobook/1526622416,"6171,1735,627,158,102","6750,722,136,17,20","5284,1528,534,166,109"
Great narration and loved the bonus material It could definitely happen here Makes you think,03-13-23,5,4.5,36116,0,Karen S,Fantastic and chilling,https://www.audible.com/pd/The-Handmaids-Tale-Special-Edition-Audiobook/B06XFW9YZ5,"24398,7248,2683,1000,787","24729,5316,1623,518,402","21863,6313,2504,957,853"
"Finished in 2 days  Fantastic  Wonderful  I cleaned  Godlike  A Great Story  Circe  13, 14, 15",04-24-18,5,4.7,54757,1,Carrie Ann,Fantastic  Fantastic  Fantastic  Fantastic,https://www.audible.com/pd/Circe-Audiobook/B0794BXZBF,"42989,8803,2159,494,312","43762,4431,816,203,134","37805,8286,2189,532,302"
"I was so sad when the book came to an end That hasnt happened for me in a long time Also, clear and distinctive narration",03-30-22,5,4.6,22819,0,Mary Ann Burkholder,Great story,https://www.audible.com/pd/The-Lincoln-Highway-Audiobook/0593452100,"16748,4059,1363,406,243","17075,2306,511,139,98","14417,3650,1231,436,272"
"The earlier episodes arent as good, just stick with it and you wont be disappointed",08-16-23,4,4.5,3030,0,Robert,The latter half is spectacular,https://www.audible.com/pd/The-Sea-in-the-Sky-Podcast/B08JC5J5HR,"2119,536,200,98,77","2329,355,111,47,52","1903,561,208,110,93"
"This book was great Loved the ahhas, laughs  questions it inspired  So many times it gave words to concepts that I have understood for decades just never put words to themSeriously great thought provoking book for anyone because, darlings, we are creative beings",12-20-18,5,4.7,26734,0,WebiStebi,Reminds you to get out of your own way,https://www.audible.com/pd/Big-Magic-Audiobook/B00U0CAEB8,"20930,3957,1247,348,252","20023,2477,616,181,150","17793,3635,1234,392,247"
I loved this book A reminder for all survivors youre not alone and you are ok,02-08-23,5,4.9,40545,0,Amazon Customer,Incredible,https://www.audible.com/pd/Finding-Me-Audiobook/B09F4X96MC,"38678,1544,224,54,45","36158,822,83,28,34","34980,1634,227,59,38"
"thought it was well narrated, story line held interest, but a little meandering  I would recommend to younger readers",07-26-21,4,4.7,6865,0,Anonymous User,mysteries evolve inIndian tribe,https://www.audible.com/pd/Firekeepers-Daughter-Audiobook/1250779510,"5424,1068,266,71,36","5137,747,178,45,27","4824,936,262,55,35"
His entire performance throughout the book is unreal I truly hope he reads the Lord of the Rings trilogy,05-01-21,5,4.9,24676,0,EmpireOfDreams,Serkis is incredible,https://www.audible.com/pd/The-Hobbit-Audiobook/1705009050,"23260,1140,193,49,34","21343,559,77,31,28","20575,1103,208,45,25"
"Such a detailed account of 4 lives Beautiful, riveting, makes you feel like you know these people as your own friends So worth it",02-23-23,5,4.5,2876,0,LC,Worth it,https://www.audible.com/pd/A-Little-Life-Audiobook/B0BJ7RH25W,"2146,329,173,107,121","2255,246,99,38,46","1982,328,137,81,155"
"I was originally turned off by this book because of the title, but picked it up because it was a book club selection It wasnt what I expected and I enjoyed the story My only complaint is that it tied up too neatly at the end Real life inst neat",01-12-23,4,4.8,45875,0,R. McMullan,Dont judge a book by its cover,https://www.audible.com/pd/The-Hate-U-Give-Audiobook/B01NAGD7TV,"38215,5922,1240,276,222","36667,3855,831,145,134","34350,5452,1234,255,189"
"Great book about the creative process from the authors point of vue I very much enjoyed her positive attitude  her advises can be applied to all kinds of work, not only creative So its a great read for everybody Enjoy ",03-28-17,5,4.7,26734,0,Rizova Detelina,Very inspiring ,https://www.audible.com/pd/Big-Magic-Audiobook/B00U0CAEB8,"20930,3957,1247,348,252","20023,2477,616,181,150","17793,3635,1234,392,247"
"but just unnecessarily long too many unneeded details, an editor should have stepped in and shortened the story GREAT NARRATOR, who really kept me interested in the story, so many different voices",08-11-17,3,4.3,41542,0,LilyB,great story,https://www.audible.com/pd/The-Goldfinch-Audiobook/B00ELMXI0M,"24331,10124,4344,1605,1138","28292,6407,1776,544,426","21112,8938,4369,1716,1264"
Lawrence Fish urn does an amazing job of reading Malcolms words  I felt as though I were listening to Malcolm himself,09-27-20,5,4.9,12456,0,clint,insightful,https://www.audible.com/pd/The-Autobiography-of-Malcolm-X-Audiobook/B084YVRDJX,"11448,806,148,28,26","10695,327,41,7,10","10131,713,140,20,16"
"Ive never heard of OBrien before however I thank the man for writing an honest, beautiful, yet entirely non romanticized account of his experiences during The War in VietnamNot getting hung up on facts as much as truth was an unforeseen  ultimately humbling way to delve into the various experiences described within beautifully woven together thru a series of sometimes ugly, humorous, irreverent  very poignant stories written with heart tugging, brutal honesty This book leaves its impression  Cranstons narration brings life to the heartbreaking power of war to change all who survive it while imparting a powerful message for everyone one hopes to take pause before condemning humans to battleWas particularly struck by the essays OBrien reads himself at the conclusion I carry these stories with me with gratitude to all featured in them  to OBrien for sharing honest accounts of his experiences of being stuck in, as well as surviving such pervasive, terrible, violence",02-15-24,5,4.3,13189,0,NSB,"Terrifying, haunting, honest, brutal  beautiful",https://www.audible.com/pd/The-Things-They-Carried-Audiobook/B00FFHJXSI,"7592,3456,1448,420,273","8759,2130,620,151,106","6647,2990,1357,440,297"
This narrator is what I imagined Katniss to really sound like BUT she does not have any inflection in her voice for other characters I like Suzanne Collins narration more because of the way she alters her voice,01-23-24,4,4.9,13701,0,Crystal,Katniss real voice is a nice touch but,https://www.audible.com/pd/The-Hunger-Games-Special-Edition-Audiobook/B07HHH7L77,"12487,983,147,47,37","10551,907,202,51,71","10838,776,101,16,22"
This book is a must read classic  The author writes in beautiful prose about not just the story of winning an Olympic gold but the lives of the boys who won the race,09-05-15,5,4.8,42900,0,Josh,Excellent book,https://www.audible.com/pd/The-Boys-in-the-Boat-Audiobook/B00D3PBYAE,"37077,4598,905,188,132","33970,3890,702,138,102","34008,3562,826,177,112"
When Breath Becomes Air is like finding a refreshing Scenic overlook on lifes inevitable journey,01-25-19,5,4.7,29279,0,John,Written just for you,https://www.audible.com/pd/When-Breath-Becomes-Air-Audiobook/B0191YTGI2,"22960,4664,1286,243,126","20158,4210,1034,212,90","20700,3534,1070,218,116"
Rosamund Pike narrated this book so well I fell in love with the story all over again,11-05-19,5,4.8,41510,0,Sailor Family,Lovely,https://www.audible.com/pd/Pride-and-Prejudice-Audiobook/B016LN23CC,"36386,3643,946,279,256","32778,3374,791,206,181","32743,3059,898,260,201"
"it was great, I loved it, Im going to listen to the rest of them",08-04-16,5,4.9,196712,0,Daniel,great,https://www.audible.com/pd/Harry-Potter-and-the-Sorcerers-Stone-Book-1-Audiobook/B017V4IM1G,"183575,10378,1660,441,658","154488,13240,3443,769,731","162212,8144,1206,241,355"
This book was very informative and entertaining The lessons I learned from this book are as important to learn today as it was when it was published I recommend this book to every single person out there  I give this book 5 stars because I cant give it 6 or more stars,01-06-21,5,4.9,12456,0,Qamaruddin Paykargar,A Brilliant Masterpiece  Brought to Life,https://www.audible.com/pd/The-Autobiography-of-Malcolm-X-Audiobook/B084YVRDJX,"11448,806,148,28,26","10695,327,41,7,10","10131,713,140,20,16"
the characters could be any of us the lives of people intertwined good read ill look for her 1st book,03-25-21,5,4.4,60942,0,Maria,relatable,https://www.audible.com/pd/Little-Fires-Everywhere-Audiobook/B074F38TWD,"37041,16454,5496,1277,674","38825,11082,2658,560,321","31431,14250,5355,1528,767"
This exquisitely crafted story lived within me for daysI couldnt sleep that first night and I spent the next day revisiting the words and the naked story they shapedMulligans intimate phrasing of Kellys celestial soliloquy cannot be called a performance Her transformation is immediate and unwaveringI will never roll my eyes at her pixie haircut againThats how compelling this recording is,02-12-20,5,4.3,11677,0,Findlaigh,I was transfixed and transformed,https://www.audible.com/pd/Girls-Boys-Audiobook/B07DL1VSHB,"7393,2086,926,479,793","8712,1006,470,215,428","6445,2152,926,480,764"
I loved it tremendously I almost squealed when I heard Ruby Dees voice A wonderful story performed by one of the worlds best actresses Rest in peace Ruby Dee,03-25-22,5,4.7,11650,0,Chante Cross,A Wonderful Story Performed By One of The Best,https://www.audible.com/pd/Their-Eyes-Were-Watching-God-Audiobook/B002UZN75I,"8885,1956,563,123,123","8799,859,235,61,64","7492,1741,552,119,89"
"Excellent writing, characters and story There was an authentic feel to the times and situations even to Duchess and his uncanny ability to sow chaos wherever he went",02-23-24,5,4.6,22819,0,Craig the Bokashi Maker,The way the author wove the stories together,https://www.audible.com/pd/The-Lincoln-Highway-Audiobook/0593452100,"16748,4059,1363,406,243","17075,2306,511,139,98","14417,3650,1231,436,272"
"This was a wonderful book, with great narration Great experience from Audible I will be getting more Stephen King books now",06-21-18,5,4.7,62022,0,Amazon Customer,"Long, but worth it",https://www.audible.com/pd/It-Audiobook/B019WPM4ZM,"49505,9168,2208,618,523","49372,5100,1166,306,317","43523,8780,2552,668,556"
"The story line was interesting and is basically the life story of a kid growing up after a tragedy He went through a lot But wow some sections and chapters were so long, I started to get bored 32 hours of listening Again, the story is good, but it is long and drawn out, so be prepared for a long listen",11-05-19,4,4.3,41542,0,Shianne,"Good story, but LONG",https://www.audible.com/pd/The-Goldfinch-Audiobook/B00ELMXI0M,"24331,10124,4344,1605,1138","28292,6407,1776,544,426","21112,8938,4369,1716,1264"
"I really enjoyed story of music, musicians and magic It was fun to follow and guess what was next I love a good story and also good music",01-09-24,5,4.7,15885,0,Lenny Henderson,Music Craft,https://www.audible.com/pd/The-Mystwick-School-of-Musicraft-Audiobook/B07MT4MTGP,"12241,2785,628,123,108","12353,1605,321,55,61","10595,2743,765,147,92"
This book was assigned to me for a course in school  I had never heard of it  It is one of the most amazing things I have read in a long time,10-12-20,5,4.6,20336,0,"Jen, RN",I would read it again and again,https://www.audible.com/pd/The-Kite-Runner-Audiobook/B002V8H0S4,"15068,3813,957,284,214","10865,2352,673,151,109","11266,2076,546,140,128"
"Its wonderful, get it if youve never read it Dont have to be a super vampire fan to enjoy",08-19-23,5,4.6,35784,0,Picarat,Top Ten All Time,https://www.audible.com/pd/Dracula-Audible-Edition-Audiobook/B0078PA1OA,"25547,7314,2206,480,237","26720,4257,1025,240,142","22258,6695,2559,525,257"
"This was a very fascinating story with incredible voice actors who did an amazing job The story was entertaining, although I wasnt really into the supernatural aspect of it, I did enjoy the cultural parts with the family dynamic It was creative how the entire story is told through phone calls I say give this one a shot especially if you have a free credit",05-07-19,5,4.5,32619,0,Meview,Quick Listen with Amazing Performers,https://www.audible.com/pd/Evil-Eye-Audiobook/B07QP1X8B7,"21973,7120,2395,652,479","24192,3973,1106,296,275","19324,6598,2562,726,499"
A perfect mix of science fiction and fantasy This one definitely kept me on the edge of my seat,02-23-22,5,4.9,182379,0,Mike,Excellent Story,https://www.audible.com/pd/Project-Hail-Mary-Audiobook/B08G9PRS1K,"162833,15895,2619,672,360","156733,7989,1298,287,227","145112,16872,2818,763,416"
"such a fantastic read it has received several awards and has become a staple in high school class rooms for a reason it truly is one of those books you should definitely read in a lifetime the audio book is done well to, and Tim OBrien reads the epilogue",12-13-16,5,4.3,13189,0,Atom,it deserves the acclaim,https://www.audible.com/pd/The-Things-They-Carried-Audiobook/B00FFHJXSI,"7592,3456,1448,420,273","8759,2130,620,151,106","6647,2990,1357,440,297"
"Great job Mr Fry I appreciate how you brought my favorite story to life  Oh, and thank you Mr Adams for, you know, writing it",07-22-22,5,4.6,55145,0,Amy,Excellent book,https://www.audible.com/pd/The-Hitchhikers-Guide-to-the-Galaxy-Audiobook/B002VA9SWS,"40868,9576,3215,929,557","40758,5054,1135,232,192","34621,7996,3097,994,594"
"had this on the shelf for a while, finally decide to pull the trigger was not disappointed good voice work and a fun story",04-16-19,5,4.7,104740,0,Jeff Fuller,good story glad I got around to it,https://www.audible.com/pd/We-Are-Legion-We-Are-Bob-Audiobook/B01L082HJ2,"79771,18828,4359,1086,696","82079,11698,1773,319,205","70828,18272,4757,1215,765"
Douglas Adams and Stephen Fry are a match made in heaven This performance is extremely enjoyable,02-20-20,5,4.6,55145,0,Bernard J Spraner Jr,amazing performance by the great Stephen Fry,https://www.audible.com/pd/The-Hitchhikers-Guide-to-the-Galaxy-Audiobook/B002VA9SWS,"40868,9576,3215,929,557","40758,5054,1135,232,192","34621,7996,3097,994,594"
"Captivating and alluring I loved the main characters and The screenplay action, although thats normally not my thing I was hooked beginning to end",03-14-22,5,4.6,32079,0,Tara,Loved it,https://www.audible.com/pd/Impact-Winter-Audiobook/B09PSLLWFG,"24113,5365,1681,516,404","24665,2983,762,233,230","21032,5108,1746,475,413"
"I absolutely loved the deliciously rich character development and wonderful storytelling and narration throughout this long, but worthwhile novel I havent read such an exquisitely, beautiful novel for sometime I thoroughly enjoyed adventuring along with Theo throughout his tantalizing journey, which was seemingly timely and relevant for the current times I picked up The novel during month four of the Covid19, stayathome directives An observation in the last chapter of the book that I found particularly timely and poignant That life  whatever else it is  is short That fate is cruel but maybe not random That Nature meaning Death always wins but that doesnt mean we have to bow and grovel to it That maybe even if were not always so glad to be here, its our task to immerse ourselves anyway wade straight through it, right through the cesspool, while keeping eyes and hearts open And in the midst of our dying, as we rise from the organic and sink back ignominiously into the organic, it is a glory and a privilege to love what Death doesnt touch",07-20-20,5,4.3,41542,0,AiboinLA,Deliciously Gorgeous Character Development  Storytelling,https://www.audible.com/pd/The-Goldfinch-Audiobook/B00ELMXI0M,"24331,10124,4344,1605,1138","28292,6407,1776,544,426","21112,8938,4369,1716,1264"
I loved everything about her story She made me feel like I was apart of the story and I saw her description as tho I were Thank you,10-06-18,5,4.5,10325,0,BJ Mckithean,Loved It,https://www.audible.com/pd/Feeding-the-Dragon-Audiobook/B07DQR8X3R,"6891,2034,943,262,195","7528,1197,460,142,122","6176,1841,925,315,161"
I loved the book The only thing is when the man is recording his audio it seems like he picked up and stopped the story recording a few times you can tell that its different and not seamless but besides that I love to the book,01-30-18,5,4.6,21522,0,Smartin,great book only one thing,https://www.audible.com/pd/How-to-Date-Your-Dragon-Audiobook/B078892NLF,"14899,4844,1421,265,93","15168,3668,912,141,61","13468,4443,1566,301,120"
"What a captivating story A real story, nonetheless  So well told, I will remember this book for years Truly, one of the greats here on audible",11-16-11,5,4.4,15147,1,Oliver,In Cold Blood,https://www.audible.com/pd/In-Cold-Blood-Audiobook/B002UZJTXM,"9366,3832,1389,348,212","8883,2511,746,186,116","7954,2899,1106,296,171"
it was absolutely good from beginning to end very immersive kept my attention the whole time,04-13-23,5,4.5,3030,0,Aaron,LOVE it,https://www.audible.com/pd/The-Sea-in-the-Sky-Podcast/B08JC5J5HR,"2119,536,200,98,77","2329,355,111,47,52","1903,561,208,110,93"
"This book was a profound look at life, death, and how we cope with the reality of untimely death The unique perspective that Paul has as both a surgeon and later as a patient gives a rare insight into treating disease from both sides of the patientdoctor relationship I was moved to tears by the end not out of sadness, but because of the authors bravery and frankness, as well as his words to his daughter A great story, thank you for sharing it",03-24-16,5,4.7,29279,0,Chris,"Moving, profound look at life",https://www.audible.com/pd/When-Breath-Becomes-Air-Audiobook/B0191YTGI2,"22960,4664,1286,243,126","20158,4210,1034,212,90","20700,3534,1070,218,116"
"Her Royal Spyness is the absolutely delightful first book in Author Rhys Bowens cozy mystery series Lady Georgiana Ranoch, 34th in line for the throne, great grand daughter of Queen Victoria and cousin to British royalty, leaves her brother Binkies Scottish castle for London when she overhears a conversation between Binkie and his overbearing wife Fig making plans for her future Plans she wants no part in Penniless and without an allowance, Georgie tries various schemes to earn a livingTold in first person as though being written in a diary, Georgie is a slightly naive but extremely trustworthy narrator of the events that occur, giving brilliant descriptions and backgrounds of the characters we meet in this storyKatherine Kellgren, the talented original narrator of Her Royal Spyness, voiced each character with distinction The early audiobooks in this series are treasures",09-25-24,5,4.2,13940,0,Dayhiker,Thoroughly Delightful,https://www.audible.com/pd/Her-Royal-Spyness-Audiobook/B003VW6KU8,"6726,4736,1834,421,223","8541,2702,847,192,130","5507,4239,1989,439,196"
"Absolutely  usefulMel does an amazing job of laying out, step by step, her 5 second rule method",10-05-21,5,4.7,51395,0,Amazon Customer,So grateful,https://www.audible.com/pd/The-5-Second-Rule-Audiobook/B06VX22V89,"41486,5668,1993,1020,1228","36990,4507,1581,668,975","35034,5246,1985,908,1211"
"I not only enjoyed the simple yet highly effective message of this book, but the way it was delivered Mel speaks like shes talking to you, not just reading to you Very inspiring",09-01-20,5,4.7,51395,0,whitney,Felt like I was listening to her on stage,https://www.audible.com/pd/The-5-Second-Rule-Audiobook/B06VX22V89,"41486,5668,1993,1020,1228","36990,4507,1581,668,975","35034,5246,1985,908,1211"
I really love this story Frederick Backman really knows how to develop characters  I laughed I cried  It was a lovely story,12-22-22,5,4.8,19897,0,Kristin Cole,"Funny, Relevant and heart warming",https://www.audible.com/pd/A-Man-Called-Ove-Audiobook/1797108263,"17419,1861,440,98,79","16512,990,156,34,24","15388,1736,355,88,79"
This was nothing short of magical to listen to the story of a girl who grew into a graceful and impactful leader all told in her own voice Im not American and didnt know her story deeply before listening to Becoming I am so glad I hear it from her first This is a very special book,12-13-18,5,4.9,181868,0,Vanessa McDonald,Beautiful,https://www.audible.com/pd/Becoming-Audiobook/B07B3BCZ9S,"167358,11293,2099,526,592","150764,8445,1619,378,412","146729,11086,1957,499,466"
Very sweet book that feels relatable and probably too close to real life I wish more real life stories had happy endings,12-15-22,4,4.8,1593,0,San Tos Melius,Sweet but tragic story,https://www.audible.com/pd/All-My-Rage-Audiobook/0593502221,"1306,216,50,15,6","1259,141,25,13,7","1178,194,57,8,4"
"It is amazing to think how successful Frank McCourt could be after such a miserable beginning in life  The Irish certainly dealt with adversities from being poor, the English, weather and diseaseonly to have their church pile shame and fear on their backs  This book certainly makes me want to learn more about Franks life after arriving in America",03-11-21,5,4.6,9818,0,Bonniestx,Funny but sad  eye opening about how harmful religion can be,https://www.audible.com/pd/Angelas-Ashes-Audiobook/B002UZZ14S,"7278,1629,558,211,142","6625,832,240,82,66","5923,1255,400,150,112"
"I read the book when it first came out and enjoyed it After seeing the recent Seco I was curious to go back to the original Overall the book holds up but there are some sections that show its age For example the tedious sections regarding restarting the computer I also got to a point where the story just felt repetitive this was about three hours before they concludedI also found the two children in the story exceedingly irritating Perhaps it wasnt bad when I first read the book, but hearing the narrator deliver the whining dialogue I wished they wouldve been killed off",07-20-15,4,4.8,42709,0,R. Celaya,Good book but showing its age,https://www.audible.com/pd/Jurassic-Park-Audiobook/B00U7UORMU,"34173,6996,1235,212,93","30610,6309,1249,178,92","30783,6038,1228,237,82"
Amazing book we need more books to talk about the real history of slavery in america thank youNikole Hannah jones for this great bookKeep up the good work,11-16-21,5,4.8,4522,5,tj,Great book very needed,https://www.audible.com/pd/The-1619-Project-Audiobook/0593452283,"3982,334,96,42,68","3423,359,85,18,50","3535,232,66,25,60"
"I enjoyed this book immensely, I spend ridiculous amounts of time in my car, so I try to fill that time with all the books I want to read  dont get the time to Often my 10yr old son is in the car with me so that gives me a frame work for the books I can  cannot readI had to laugh as my son asked me mum, why are you reading a book where a bossy lady is telling you what to do, I informed Tom that Mel was advising not telling me  it was what was helping us get to schedule early every morning Honestly, I am the bed sloth from hell, I am on strong painkillers after breaking my back  they make me very incredibly sleepy  by morning my pain levels have risen so combined, Im a horrible person until coffee  meds do their thing Mels words are slowly sinking in  not only do I slowly de out of bed like a boneless sloth not up to jumping yet, I have started swimming again, my son is delighted as he is a water baby  in between laps, I muck are with him, its more fun than I would have expectedIf you are struggling or stuck, try this book, if it dragged me out of bed, it can only help you",12-14-17,5,4.7,51395,0,Cara Lawrence,"Grreat book, always brilliant when read by the author",https://www.audible.com/pd/The-5-Second-Rule-Audiobook/B06VX22V89,"41486,5668,1993,1020,1228","36990,4507,1581,668,975","35034,5246,1985,908,1211"
"Love this book and narration Get it You will not be sorry I know theres a movie now, but read the book",01-16-23,5,4.8,19897,0,Deborah,Just the best,https://www.audible.com/pd/A-Man-Called-Ove-Audiobook/1797108263,"17419,1861,440,98,79","16512,990,156,34,24","15388,1736,355,88,79"
such a beautiful timeless storyglad that my teenager is getting to read it now ,09-16-19,5,4.8,47362,0,BJ Coyle,Loved,https://www.audible.com/pd/To-Kill-a-Mockingbird-Audiobook/B00K1HQVOQ,"40479,5073,1181,293,336","36838,3860,925,211,220","36017,4183,1156,272,278"
"I really loved this book Evelyn is such an interesting and dynamic character She shows such growth throughout the book I loved hearing the reasons and stories behind each of her marriages Each one serving an important purpose in her life And her relationships with Harry and Celia were perfection  Probably not for everyone, but truly loved it",01-11-23,5,4.6,89067,0,Jessica Snow,A beautifully told story,https://www.audible.com/pd/The-Seven-Husbands-of-Evelyn-Hugo-Audiobook/B072359S7K,"66904,15051,4589,1363,1160","63060,11276,2945,819,594","58437,12969,4260,1436,1317"
"I saw the movie first and even though the two are almost identically the same, I definitely prefer the book over the two Not only am I left to my own imagination as the chapters chug along, were also serenaded with the lovely and friggin awesome voice of Stephen Fry Honestly, I prefer his voice for each character over the individual actors in the film Sorry, I dont hate the film, just holy crap Mr Fry is truly great at what he does  OK yes, Im a wee bit jealous of the British Bastard ",08-24-19,5,4.6,55145,0,The One Called Face,"Loved it, duh Love you Stephen Fry",https://www.audible.com/pd/The-Hitchhikers-Guide-to-the-Galaxy-Audiobook/B002VA9SWS,"40868,9576,3215,929,557","40758,5054,1135,232,192","34621,7996,3097,994,594"
"I really enjoyed this it was very entertaining, I could not stop listening My husband even got into the the ending as things really started to unfold Amazing plot twists",05-30-19,5,4.5,32619,0,Sydni Townsend,loved it,https://www.audible.com/pd/Evil-Eye-Audiobook/B07QP1X8B7,"21973,7120,2395,652,479","24192,3973,1106,296,275","19324,6598,2562,726,499"
"Wonderful narrator that breathes live into a book drenched in pain, history, love, and drive",11-03-23,4,4.2,8957,0,Benjamin Bohannon,Invisible Man,https://www.audible.com/pd/Invisible-Man-Audiobook/B004GAN8H2,"5402,1766,795,393,601","6244,830,404,186,320","4564,1669,809,375,562"
Riveting I cant wait for the movie I know it will be a needed voice,10-30-18,5,4.8,45875,0,Shawana Sanders,Superb,https://www.audible.com/pd/The-Hate-U-Give-Audiobook/B01NAGD7TV,"38215,5922,1240,276,222","36667,3855,831,145,134","34350,5452,1234,255,189"
"The fact that the authorreader took us on a journey He read with such passion and energy, that it wasnt as though he was reading but rather reliving each encounter One of the best audio book experiences I have had Thank you",01-28-17,5,4.9,215239,0,R. Taylor,Outstanding Experience,https://www.audible.com/pd/Born-a-Crime-Audiobook/B01IW9TQPK,"195059,17004,2395,407,374","185807,7574,951,178,210","174092,16520,2484,374,281"
poor adaptation for this story  I get what is happening I just dont think it fit,03-16-18,1,4.2,8957,0,darrand,dark and dreary,https://www.audible.com/pd/Invisible-Man-Audiobook/B004GAN8H2,"5402,1766,795,393,601","6244,830,404,186,320","4564,1669,809,375,562"
"Andy Weir is an incredible storyteller He also doesnt shy away from including real science in his stories Thats what makes them so believable I have no words for how good this book was, I was laughing and crying out loud while listening If youre a fan of sci fi at all, this book is for you",05-24-21,5,4.9,182379,0,Barry S,This is my new favorite book,https://www.audible.com/pd/Project-Hail-Mary-Audiobook/B08G9PRS1K,"162833,15895,2619,672,360","156733,7989,1298,287,227","145112,16872,2818,763,416"
Jane Austin is perhaps one of the funniest people the 18th century produced This is a CLASSIC and a must read Rosamund Pikes delivery is perfection,11-24-22,5,4.8,41510,0,Anonymous User,A classic,https://www.audible.com/pd/Pride-and-Prejudice-Audiobook/B016LN23CC,"36386,3643,946,279,256","32778,3374,791,206,181","32743,3059,898,260,201"
"This book is healing in a way that I could never imagine He gives language to many things that black men lack the language and safe space to express For me, it has brought some understanding to the pain Im sure many of us have endured in relationships with themIts complicated, but masterfully expressed Its vulnerable and really gets down to the fiber of our fabric as a people, exploring whats passed down and how we come to make sense of it",06-29-22,5,4.7,6094,0,Amazon Customer,A Deep Take,https://www.audible.com/pd/Heavy-Audiobook/B07CPGYSFQ,"4914,781,259,82,58","4783,496,147,44,35","4399,714,233,76,59"
"Ive listened to this book two times and will likely listen 20 more times The first time it didnt stick It sounded like a memoir of all of Davids accomplishments and at that time I took it as nothing but a forum to brag It didnt solidifyA few weeks ago I decided to listen again A few days prior Id started at the gym and this book has rang in my ears since In the gym, at work and at home Reprogramming your brain to stop taking the path of least resistance To push through things that are undesirable, hard or uncomfortable To stop making excises based off your past and the things that have happened to you and to own your life and your mind His words ring in my ears and his story is truly incredible Hes an excellent author, amazing story teller and tough as nails Im so glad that on a whim I decided to give this book another shot This time I not only heard it but I listened and it stuck",07-15-21,5,4.9,202151,0,Tyler Trousdale,Thank you,https://www.audible.com/pd/Cant-Hurt-Me-Audiobook/B07KKMNZCH,"185310,11912,2805,1015,1109","162302,11660,2759,845,968","165404,8760,2170,769,833"
"The downside is that I was unable to sit and just listen to this audiobook to pay attention and enjoy every single detail of it because it does need to be followed chapter by chapterI really liked the audio quality, it was like being at the movie theater I hope this goes to Prime Video as a series or movie followed by act 2",11-04-21,5,4.6,52781,0,Daniel Dalhouse,"So, when is the movieseries coming out",https://www.audible.com/pd/The-Sandman-Audiobook/B086WP794Z,"41741,6347,2482,1077,1134","41992,2633,727,328,483","35483,5976,2420,1029,1076"
"I absolutely loved the story,  the rithym,  the actors vibe and performance  Highly recommended Im about to start the next one on the series,  I truly hope there are a lot more",09-16-21,5,4.7,25775,0,Sandra TDela,Awesome story and performance,https://www.audible.com/pd/Call-Me-Maybe-Audiobook/B08CMB2WMV,"19805,4425,1128,258,159","20590,2499,603,123,84","17776,4333,1238,296,168"
"This is one of those books that stays with you It is beautifully written with characters that both haunt you and inspire you This WWII story is compelling, and the French Resistance characters lives are captivating and rich Despite at times being heartbreaking and horrific in its detail, you are left awestruck and moved by the patriotism, love, loss and resilience of these welldeveloped characters Its a pageturner worth reading I cannot recommend it highly enough",05-26-23,5,4.8,101379,0,LynMc,A Riveting Read Highly recommended,https://www.audible.com/pd/The-Nightingale-Audiobook/B00NYBQKFQ,"88056,10560,1913,488,362","79759,9539,1759,409,288","79872,9093,1753,489,325"
"one of the best audio books to Date Prepare yourself for a RIDE If you read the comics, it is fantastic If this is your first Sandman experience, Buckle Up Worth every Second",12-22-20,5,4.6,52781,0,Bradley Morgan,Phenomenal,https://www.audible.com/pd/The-Sandman-Audiobook/B086WP794Z,"41741,6347,2482,1077,1134","41992,2633,727,328,483","35483,5976,2420,1029,1076"
"This book was very helpful to me and came to me at the right moment The author describes our relationship with creativity in the most interesting, realistic, hopeful yet practical way She covered all the bases Ill be listening to this again, and referring back to it in difficult moments",06-24-24,5,4.7,26734,0,Britney,Wonderful book,https://www.audible.com/pd/Big-Magic-Audiobook/B00U0CAEB8,"20930,3957,1247,348,252","20023,2477,616,181,150","17793,3635,1234,392,247"
greatest narrator and story was a great experience will listen again for sure great,01-25-22,5,4.6,55145,0,Kindle Customer,great listen,https://www.audible.com/pd/The-Hitchhikers-Guide-to-the-Galaxy-Audiobook/B002VA9SWS,"40868,9576,3215,929,557","40758,5054,1135,232,192","34621,7996,3097,994,594"
One of the most inspiring and thought provoking bodies of work Ive ever heard WOW,06-17-21,5,4.9,12456,0,Saeeda,READ IT LISTEN TO IT REVISIT IT,https://www.audible.com/pd/The-Autobiography-of-Malcolm-X-Audiobook/B084YVRDJX,"11448,806,148,28,26","10695,327,41,7,10","10131,713,140,20,16"
