Rating,Review_Text,sentiment_score_continuous,sentiment_score_discrete,deviation,abs_deviation
4,Base music till late into the evening,4.21,4,-0.20999999999999996,0.20999999999999996
2,"Its locationThe lift was slow, old and did not feel safe

The breakfast was really bad  when we booked there was no mention of optional additional costs Regardless there were limited options very low quality

Uncomfortable beds

The option of a double bed was selected and we were given 2 single beds",2.21,2,-0.20999999999999996,0.20999999999999996
4,"Location was excellent for travelling to downtown london or to Heathrow 
Tube station was a 2 minute quick walk 
Staff was excellent at all times We were greeted so well at the check in desk 
Concierges were helpful 
Management was approachable and addressed any concernsThe sink in our room would not drain well 
We requested a fix and staff did so 
However, we felt it was not cleaned well afterwards 
We called and someone came to clean it 
The tub also leaked onto the floor We had to put down towels by the tub corner to keep the water soaked up 
The tub sides are very high to climb in for a shower 
However they had low bars on the tub to grab if you can bend over to hold",3.793,4,0.20699999999999985,0.20699999999999985
4,"Location was excellent for travelling to downtown london or to Heathrow 
Tube station was a 2 minute quick walk 
Staff was excellent at all times We were greeted so well at the check in desk 
Concierges were helpful 
Management was approachable and addressed any concernsThe sink in our room would not drain well 
We requested a fix and staff did so 
However, we felt it was not cleaned well afterwards 
We called and someone came to clean it 
The tub also leaked onto the floor We had to put down towels by the tub corner to keep the water soaked up 
The tub sides are very high to climb in for a shower 
However they had low bars on the tub to grab if you can bend over to hold",3.793,4,0.20699999999999985,0.20699999999999985
4,"Location was excellent for travelling to downtown london or to Heathrow 
Tube station was a 2 minute quick walk 
Staff was excellent at all times We were greeted so well at the check in desk 
Concierges were helpful 
Management was approachable and addressed any concernsThe sink in our room would not drain well 
We requested a fix and staff did so 
However, we felt it was not cleaned well afterwards 
We called and someone came to clean it 
The tub also leaked onto the floor We had to put down towels by the tub corner to keep the water soaked up 
The tub sides are very high to climb in for a shower 
However they had low bars on the tub to grab if you can bend over to hold",3.793,4,0.20699999999999985,0.20699999999999985
4,"Location was excellent for travelling to downtown london or to Heathrow 
Tube station was a 2 minute quick walk 
Staff was excellent at all times We were greeted so well at the check in desk 
Concierges were helpful 
Management was approachable and addressed any concernsThe sink in our room would not drain well 
We requested a fix and staff did so 
However, we felt it was not cleaned well afterwards 
We called and someone came to clean it 
The tub also leaked onto the floor We had to put down towels by the tub corner to keep the water soaked up 
The tub sides are very high to climb in for a shower 
However they had low bars on the tub to grab if you can bend over to hold",3.793,4,0.20699999999999985,0.20699999999999985
5,"Very clean, staff very helpful and friendly, fantastic locationNothing to not like",4.795,5,0.20500000000000007,0.20500000000000007
5,"Great location, easy walk to most of the central places, close  to 2 great playgrounds The family rooms are fantastic for staying with kids",4.797,5,0.2030000000000003,0.2030000000000003
5,Well maintained with generous room size and excellent helpful staffFor the cost I couldnt fault it,4.797,5,0.2030000000000003,0.2030000000000003
5,"Great location, friendly staff, very clean and a good breakfastna",4.797,5,0.2030000000000003,0.2030000000000003
5,it was very clean with a lovely bar area the staff were extremely helpful and it was situated overlooking a picturesque square,4.797,5,0.2030000000000003,0.2030000000000003
4,location was greatBathroom a little too small,4.202,4,-0.20199999999999996,0.20199999999999996
5,"Helpful staff, very close to the tube station and restaurants, walking distance to the Museum of National History Very clean and affordable",4.8,5,0.20000000000000018,0.20000000000000018
5,Great location and friendly staff Im recommending this hotel to anyone visiting London,4.8,5,0.20000000000000018,0.20000000000000018
5,"Comfy beds, friendly staff, and exactly the place we wanted for our 3night stay On arrival, they gave us a complimentary upgrade to a family room I had originally booked a twin roomThe windows in our room did not open",4.8,5,0.20000000000000018,0.20000000000000018
5,Amazing decorNo jacuzzi,4.8,5,0.20000000000000018,0.20000000000000018
5,"Great location, wonderful staff, secure for solo traveler",4.8,5,0.20000000000000018,0.20000000000000018
4,"We liked the location, the room was comfortable, there was parking which is rare in London, everything we saw was clean and tidy, staff were kind and helpful, extra tea and coffee, milk ect out in reception incase you run out in the room, breakfast was included,Would have liked a small fridge in the room as we take snacks, juice, milk and butter with us, fried breakfast was a bit limited we would have liked Tomtoes and mushrooms to go with the sausage, bacon and Eggs, toilet role holder didnt fit in its slot making the toilet role fall on the floor every time you touch it I think the price was alittle high for a standard room",4.2,4,-0.20000000000000018,0.20000000000000018
5,"The staff was very nice, and Moh made us feel welcome The room was small but cosy, with beautiful bright windows It was quiet and spotlessly clean",4.8,5,0.20000000000000018,0.20000000000000018
5,"very nice hotel, comfortable bed, great shower, all you need after whole day sightseeing  10 minutes to Victoria Station, or take the bus 24 which is almost in front of the hotel goes to Trafalgar Square, Pimlico station around the corner many convenience stores, pubs and restaurants, coffee shops in close vicinity of the hotel would recommend to anyone ",4.801,5,0.19899999999999984,0.19899999999999984
3,"the room too small, the price is too much some hotel able to check in an hour before, this hotel they wont let you check in",3.199,3,-0.19899999999999984,0.19899999999999984
5,"The Location is amazing, you can walk to Hyde Park, great restaurants and PubsNothing",4.801,5,0.19899999999999984,0.19899999999999984
4,The Hotel is located right in the middle of the city which makes it more convenient for us The staff were too good and very helpful I would strongly recommend this hotel and give it a 5 starEvery thing was ok,4.198,4,-0.1980000000000004,0.1980000000000004
4,The Hotel is located right in the middle of the city which makes it more convenient for us The staff were too good and very helpful I would strongly recommend this hotel and give it a 5 starEvery thing was ok,4.198,4,-0.1980000000000004,0.1980000000000004
5,"3th stay here Great location, very clean, friendly staff My go to place to stay in LondonNothing",4.803,5,0.19700000000000006,0.19700000000000006
5,"location was great, amazing staff",4.803,5,0.19700000000000006,0.19700000000000006
4,"Great location, well equipped and comfortableNoisy outside and humming of fridge Lack of lift",4.196,4,-0.19599999999999973,0.19599999999999973
4,Lovely location great view of Tower BrudgrLifts are slowest ever been in,4.195,4,-0.19500000000000028,0.19500000000000028
4,"The location is very central and the bed was comfortableIt is very dark in the room so hard to do your make up Also, its basic as you can expect based on the price of a stay No cups in the room so bring some if you want a pre drink There is a little supermarket around the corner so not the end of the world Also only one person at checkout with a massive queue, not ideal",3.806,4,0.19399999999999995,0.19399999999999995
4,"Spacious, comfortable and clean studio flat in a good locationThe kitchenette could be a little better equipped A frying pan and a couple of tea towels would have been useful secondly, the smoke alarm is overly sensitive It went off when I was cooking something under the grill, even though I had the extractor on and windows open, and it wasnt even burning",3.806,4,0.19399999999999995,0.19399999999999995
5,"Good price for a great hotel, the staff were friendly  very helpful",4.806,5,0.19399999999999995,0.19399999999999995
4,"The hotel is right at the train station, it is cleanThe rooms are tiny, but this is OK for just sleeping there",4.193,4,-0.19299999999999962,0.19299999999999962
2,Good location near Tottenham Court Rd tube station Cant think of anything elseDesigned for noisy tour groups  almost impossible to check in without a long queue Brutalist tower blocks with tiny studenttype single rooms  definitely not worth the 200 I made a bad mistake and will definitely not go back,2.192,1,-0.19200000000000017,0.19200000000000017
4,"Staff very friendly, our room was quiet facing into the central area , fans heard but no problem Very comfortable foyer and bar Could leave our luggage after checkout and collect laterRoom quite small but adequate for our needs Bar adds a service charge which is an annoyance, but apparently this can be waived",4.191,4,-0.19099999999999984,0.19099999999999984
4,"It was basic enough, very clean and location was very goodNo restaurant  or bar, hard to get used to no windows throughout the whole hotel, lighting very bad in hotel room",3.809,4,0.19099999999999984,0.19099999999999984
4,"The friendlies of staff and able to provide service on request related to getting facilities and keeping room cleanThe room was small in size, it was difficult to even place our trolley and open in the room besides the bed The only drawback, rest everything was perfect",4.19,4,-0.1900000000000004,0.1900000000000004
4,locationthe property and room was a little bit tied,4.19,4,-0.1900000000000004,0.1900000000000004
5,Good location Excellent shower in bedroom Very helpful staff Outstanding breakfast,4.811,5,0.18900000000000006,0.18900000000000006
4,"comfy bed, large bathroomshame that the breakfast was only continental  i thought i had paid for a hot breakfast flat pillows",3.812,4,0.18800000000000017,0.18800000000000017
4,"Excellent location, underground 2 minutes farNo wardrobe in the room, bathroom really small",3.815,4,0.18500000000000005,0.18500000000000005
5,"The reception area, the lift views and our room was exceptional",4.815,5,0.1849999999999996,0.1849999999999996
4,Excellent service from the staff including allowing me to check in early Rooms are fine if basic for the price The location is excellent for the West EndBasic for the price Having spent over 200 for one night it was outrageous to have to also pay  albeit only 1 for baggage storage,4.185,4,-0.1849999999999996,0.1849999999999996
5,"Very convenient location, friendly staff Rooms are small but very functional and exceptionally clean Cheese and wine evenings a lovely touchNothing",4.815,5,0.1849999999999996,0.1849999999999996
5,"Really kind staff, everything is clean and tidy, amazing location, the lobby smells really nice too",4.815,5,0.1849999999999996,0.1849999999999996
5,"Clean, friendly staff and very helpful 
Good facilities in the room",4.817,5,0.18299999999999983,0.18299999999999983
5,Our stay was really splendidCould use a fridge in room,4.818,5,0.18200000000000038,0.18200000000000038
4,"The location was great, the bed is very comfortable and the room is very cleanNo tissue box, no hair dryer, no emptying of bins, no cleaning and no changing of towels",4.182,4,-0.18200000000000038,0.18200000000000038
4,It was okRooms to small,3.818,4,0.18199999999999994,0.18199999999999994
5,The Staff were excellent the room very clean and the location for the event I attended excellentNA,4.819,5,0.18100000000000005,0.18100000000000005
3,"The location was goodThe room layout was difficult, especially for eating and washing up No easy chair The toaster did not work and fused the electrics The price was high for such a small space",2.819,3,0.18100000000000005,0.18100000000000005
4,"Lovely environment perfect location great facilities , very comfy beds, great staffThe spa is not quite a full spa pool and sauna still nice experience The rooms couldve done with an investment the flooring was lifting and bathroom space very small",4.181,4,-0.18100000000000005,0.18100000000000005
5,"Very good hotel, spacious room with a great view Look forward to staying here again in future",4.82,5,0.17999999999999972,0.17999999999999972
5,"Very good hotel, spacious room with a great view Look forward to staying here again in future",4.82,5,0.17999999999999972,0.17999999999999972
5,"Very good hotel, spacious room with a great view Look forward to staying here again in future",4.82,5,0.17999999999999972,0.17999999999999972
5,"Very good hotel, spacious room with a great view Look forward to staying here again in future",4.82,5,0.17999999999999972,0.17999999999999972
5,"clean, new
customer service great",4.82,5,0.17999999999999972,0.17999999999999972
5,"Very good hotel, spacious room with a great view Look forward to staying here again in future",4.82,5,0.17999999999999972,0.17999999999999972
5,"Extraordinary friendly staff Marta A birthday surprise for my colleague and friend Comfortable beds, very nice view of the London  Eye, quite, and delicious breakfast with fresh fruit I love the hotel I would like to return againNone",4.821,5,0.17900000000000027,0.17900000000000027
5,"Great location, beautiful rooms, helpful staff, could hardly have asked for more",4.821,5,0.17900000000000027,0.17900000000000027
5,"Its in a very convenient location, my mom whos in her early 60s and I first time in London and we loved this hotel, staff are super friendly and helpfulWe had to wait the elevator for sometimes but it didnt take long so not a big issue",4.821,5,0.17900000000000027,0.17900000000000027
5,"very clean excellent facilities, plentiful and variety continental breakfast Staff very friendly and professional Nearly never stayed here due to some of the reviews Highly delighted with this hotel",4.822,5,0.17799999999999994,0.17799999999999994
4,"Continental breakfast was basic but adequate considering its free The staff were lovely and helpful Location is excellent, we visited Westminster Abbey, saw Wicked at the Apollo Victoria and visited Camden market All accessible from the number 24 bus which stops directly outside hotelI stripped the bed the morning we left and was horrified by the state of the mattress It was heavily stained and Im glad I only noticed that as we were leaving It was a shock as it wasnt in keeping with the rest of the hotel which is fresh and clean",3.823,4,0.17700000000000005,0.17700000000000005
5,"All the staffs were exceptionally good 
The customer service was top notchNA",4.824,5,0.17600000000000016,0.17600000000000016
4,"Very close to some of the attractions like the London Eye, Westminister Abbey etc Rooms were spacious and neat I took the room which had a sofacum bed which gave us the extra space, especially with a kid Perfect for a family of 3We landed a bit early around 1030 While the checkin time was 1500 hrs, we requested if we could get the room a bit earlier I was ready to pay for an extra day too A person at reception counter mentioned that the room will get cleaned, but was very rude while he was talking When I tried checking after an hour to get an ETA, he simply denied to give an ETA He said it could take 30 mins or 2 hours, which I felt very rude However another wonderful lady at the reception was more helpful and got the room ready in 3040 mins",4.176,4,-0.17600000000000016,0.17600000000000016
4,"Very close to some of the attractions like the London Eye, Westminister Abbey etc Rooms were spacious and neat I took the room which had a sofacum bed which gave us the extra space, especially with a kid Perfect for a family of 3We landed a bit early around 1030 While the checkin time was 1500 hrs, we requested if we could get the room a bit earlier I was ready to pay for an extra day too A person at reception counter mentioned that the room will get cleaned, but was very rude while he was talking When I tried checking after an hour to get an ETA, he simply denied to give an ETA He said it could take 30 mins or 2 hours, which I felt very rude However another wonderful lady at the reception was more helpful and got the room ready in 3040 mins",4.176,4,-0.17600000000000016,0.17600000000000016
4,"the room was spaceous, with a well equipped kitchenette The bed was comfortable, the room was well lit and even had an interesting and very urban view The receptiin staff were very helpfulIn general it was a great stay but there were a few issues At first there was a bed light that wasnt working and I had to ask a few times before it was fixed The phone in the room didnt work so I had to go downstairs every time, and when I asked about it I was told just that the phones dont work even though the paper information I received when I checked in included instructions for calling reception
On my second day there my key cards suddenly stopped working I was given new ones without anyone trying to find out what happened and that made me nervous",3.825,4,0.17499999999999982,0.17499999999999982
5,Fantastic location  only 7 minutes walk to Buckingham Palace and right beside Victoria Station  Room surprisingly quiet for being in such a busy area  Breakfast was excellent  Lots to choose from Room clean and bed amazingly comfortable  Staff could not have been more helpful  Special shout out to Geanane and Paddy who made us feel so welcome and were willing to help with any queries we had  We hope to return,4.825,5,0.17499999999999982,0.17499999999999982
5,"Excellent location Clean, big TV, comfortable bed",4.826,5,0.17400000000000038,0.17400000000000038
4,"Good location near popular sites and public transportationNothing major  I wish the bed was a little softer, but I was still able get get enough rest",4.173,4,-0.17300000000000004,0.17300000000000004
5,The room and staff were amazingLoved the property,4.828,5,0.1719999999999997,0.1719999999999997
5,"Great location, close to the theatres and convent garden It was very clean and modern Our room had everything we needed for a night away We will definitely stay here next time we visit London",4.83,5,0.16999999999999993,0.16999999999999993
5,"Great location, great staff, great roomNothing it was great",4.831,5,0.1689999999999996,0.1689999999999996
4,NATge extra bed for kids was unfortunately not in good shape Like sleeping on the rocky mountains,3.832,4,0.16800000000000015,0.16800000000000015
3,"Good location, easy to get into the central areas of LondonRoom was small, very shabby and hot Air conditioning unit didnt work very effectively  when it was on was way too noisy 

The real issue is the noise from Warren Tube Underground Station which will keep light sleepers awake, along with the underground tannoy which can be heard 

The room itself was tiny, double bed wedged in between a built in wardrobe and the wall Very shabby with the edge of the desk peeling away",2.833,3,0.16699999999999982,0.16699999999999982
4,Fair valueWiFi if you need wifi during your stay forget this hotel,4.166,4,-0.16600000000000037,0.16600000000000037
4,Good location decent size rooms for London and good priceRooms and corridors could do with updating as looking a little tierd,4.165,4,-0.16500000000000004,0.16500000000000004
4,Central location,4.164,4,-0.1639999999999997,0.1639999999999997
5,"A quite area of London with very close by infrastructure such as Underground and train station alongside very close to Hyde Park 

Very cute Christmas decorations and a welcoming atmosphere, greeted very pleasantly by staff 
Room is spacious and clean and comfortable a warm room, plenty of space, and a thank you for the appreciation of the kind gestures for my anniversary

Staff are very professional and helpfulJust a little rust and dirt on the bathroom edges but no harm done",4.838,5,0.16199999999999992,0.16199999999999992
4,"The rooms are nicely furnished and modern
The shower was very goodThe room was very small, and the bathroom was tiny There was no window in the room so there was no natural light",3.839,4,0.16100000000000003,0.16100000000000003
4,Breakfast was very good  Lots of good choices  Staff was very attentiveThe carpet outside our room was pretty bad  The common area could do a little fixing up,4.161,4,-0.1609999999999996,0.1609999999999996
4,Location is accessible to places we planned to goIt would be nice if the hotel can provide hot water or just even install dispenser with paper cups Just add more hooks for hanging on the wall,4.16,4,-0.16000000000000014,0.16000000000000014
3,"The hotel is nice, the staff are very helpful, nice and politeThe sink is outside the shower, the shower and toilet are too dark water leaks under the parquet floor making everything wet one night we had no hot water, and on other night the fire alarm went off after midnight waking everyone up
Our friends next room had no hot water so they were moved",3.16,3,-0.16000000000000014,0.16000000000000014
4,"Just 510 minutes walk from several tube stations, also just 1015 mintes walk from Thames path recommend a stroll towards FulhamSome noice from passing trains on Picadilly and district lines, that passes just behind the car park But with the window closed, the noice was redused a lot",3.841,4,0.1589999999999998,0.1589999999999998
4,"Just 510 minutes walk from several tube stations, also just 1015 mintes walk from Thames path recommend a stroll towards FulhamSome noice from passing trains on Picadilly and district lines, that passes just behind the car park But with the window closed, the noice was redused a lot",3.841,4,0.1589999999999998,0.1589999999999998
4,"Just 510 minutes walk from several tube stations, also just 1015 mintes walk from Thames path recommend a stroll towards FulhamSome noice from passing trains on Picadilly and district lines, that passes just behind the car park But with the window closed, the noice was redused a lot",3.841,4,0.1589999999999998,0.1589999999999998
4,"Location was great, room was very clean Staff was nice and accommodatingThere was no mini fridge or proper sitting in the room All the plugs were also only on one side of the bed so unsure how two people are supposed to use the room Lighting is also done with touchscreens which are not very intuitive, there could be more instruction",3.843,4,0.15700000000000003,0.15700000000000003
5,"Great hotel, friendly staff, good restaurants and great cocktail barBreakfast can be very busy",4.844,5,0.1559999999999997,0.1559999999999997
5,The most comfortable bed and spacious room,4.844,5,0.1559999999999997,0.1559999999999997
5,The location is great and the hotel is very comfortable with a welcoming staff and perfect service,4.845,5,0.15500000000000025,0.15500000000000025
4,"The location is fantastic and the reception staff and door bell men where incredibly friendly and engaging always acknowledging our 2 year old and helping us with out pramThe liftit no joke took 15 mins forit to arrive to our floor everytime it was ridiculous our room was very small he had asked for a travel cot to be set up and while it was there it was in the way of then getting to the bathroom as there was just no room so we had to take it out and have our toddle in the tiny double bed and our 3 month old sleep in the pram 

The room had drink splatter marks on the wall aswell as a dirty hand print on the wall 

Says online there was room service but no menus or information anywhere to be found",3.846,4,0.15399999999999991,0.15399999999999991
2,not recommend to any travellers as this is very old and outdated property,2.154,1,-0.15399999999999991,0.15399999999999991
5,"Lovely hotel, comfortable room, very friendly and helpful staff, good WiFi and nice food in restaurant",4.847,5,0.15299999999999958,0.15299999999999958
4,"Location 
Safe
Comfortable beds
Friendly staffBreakfast very busy and felt rushed 
Hot food average wouldnt recommend breakfast plenty options nearby not worth the cost

Housekeeping v slow on day 3 had to find them to ask for fresh towels",3.848,4,0.15200000000000014,0.15200000000000014
4,"Its location
The bar and restaurant are good 
The rooms are clean and tidyThe bathroom is very very tired and in need of an upgrade 
But all very clean",4.152,4,-0.15200000000000014,0.15200000000000014
5,"Staff was excellent Very helpful Also the buffet breakfast was very good 
Staff was very professional and always accommodating Would definitely stay here againAbsolutely nothing",4.848,5,0.15200000000000014,0.15200000000000014
5,Lovely bright clean hotel Staff were all lovely and friendly Rooms was big with great views Ideal for staying with husband and daughter,4.85,5,0.15000000000000036,0.15000000000000036
5,fantastic,4.85,5,0.15000000000000036,0.15000000000000036
5,Fantastic location  great staff and service,4.851,5,0.14900000000000002,0.14900000000000002
4,"The room needs updating but for the price you pay it is excellent value for money
You have heating, air con, safe and fridge
Plenty of hanging spaceThe painting in the room was very slap dash paint on the doors and the enamal had chipped significantly on the basin the furniture was chipped the towels are for thin people but if you ask they do have bigger ones",3.852,4,0.14800000000000013,0.14800000000000013
4,Very central for going round London Breakfasts very niceThe room we were in 232 was small and the beds were only 26 so difficult to move around Shower access was very good and very clean,4.147,4,-0.14700000000000024,0.14700000000000024
5,Great room Fantastic staff Excellent location,4.855,5,0.14499999999999957,0.14499999999999957
4,location next to undergroundstation comfortable room Nice stafftoo much light from control panel cant think of anything else,4.145,4,-0.14499999999999957,0.14499999999999957
4,Afternoon Tea and viewCoffee machine didnt work as well the buttons to clean or dont disturb,3.856,4,0.14400000000000013,0.14400000000000013
5,extremely clean location fantastic staff very nice in quiet area,4.857,5,0.1429999999999998,0.1429999999999998
4,"Inhouse pub the London Pub
Takeaway discount on Blooms pizza
Wooden room security cardsNo USB charger sockets
A little overpriced at 170",4.141,4,-0.14100000000000001,0.14100000000000001
4,"Clean room, nice staffBreakfast was a disappointment",4.139,4,-0.13900000000000023,0.13900000000000023
5,"Close to everything, 24 hour shop with a variety of snacks alcohol and drinks, spacious rooms with great bathroom facilities, very accessible to London Town and the Camden area",4.861,5,0.13900000000000023,0.13900000000000023
5,very clean  excellent staffvery helpful,4.863,5,0.13699999999999957,0.13699999999999957
5,"Reception Staff were so helpful and friendly,  our room and reception was lovely and clean",4.863,5,0.13699999999999957,0.13699999999999957
4,Nice quiet area close to Paddington  Hyde Park Room  facilities were goodBreakfast was very limited in choice,4.136,4,-0.13600000000000012,0.13600000000000012
4,Location good staff friendly hotel cleanNo complaints,4.136,4,-0.13600000000000012,0.13600000000000012
4,"Location was great Good breakfast attentive and kind staff Good WiFi Clean cozy and practical lobbySofa bed was much too soft and the mattress had to be adjusted all the time
Too small TV in bedroom",3.865,4,0.1349999999999998,0.1349999999999998
4,"Location was great Good breakfast attentive and kind staff Good WiFi Clean cozy and practical lobbySofa bed was much too soft and the mattress had to be adjusted all the time
Too small TV in bedroom",3.865,4,0.1349999999999998,0.1349999999999998
5,"Hotel was fantastic Staff were very friendly and helpful, room was clean and the beds were really comfy There was an excellent choice for breakfast with fast service and the location is greatNothing",4.866,5,0.13400000000000034,0.13400000000000034
4,"Location was great Went for breakfast 2 minutes from there and it was amazingNo instructions on how to use radiator, where to find an iron etc Tv didnt work, phone didnt work When we called reception, tone of receptionist was not nice",3.867,4,0.133,0.133
4,"The location cannot be beaten in terms of view It was also nice that there was a good restaurant on the premises Having a bridge view room is certainly incredibleThe outlets were poorly placed with none by the bed, and none in the bathroom The room felt very basic with nothing particularly above average  a bit dated if anything",3.868,4,0.13200000000000012,0.13200000000000012
5,"Free upgrade, Excellent customer service, beautiful room",4.868,5,0.13199999999999967,0.13199999999999967
5,"Great location for us, the staff were extremely friendly and helpful, bar and restaurant were greatWe liked it all",4.87,5,0.1299999999999999,0.1299999999999999
4,"ease of accessthe bathshower didnt drain, and the bath filled as I was having a shower",3.871,4,0.129,0.129
4,"This was our second time at the hotel Its in a great location, just a 5 minute walk from the tube Last time we had a view of Tower Bridge from our room This time we had a view of St Katherines docks and the City of London, so still didnt disappointWe paid 22 each for the breakfast and it wasnt the best The choice was very good but the cooked breakfast wasnt very warm",4.127,4,-0.12699999999999978,0.12699999999999978
4,"Great location, 2 underground stations in a walking distance 7 minutes direct connections to all most popular London atractions
Great pricevalue relationship
Room was cleaned every dayLack of storage space in the room family room is relatively small and because there is no cabinet or even drawer it was difficult to keep it tidy",4.126,4,-0.12600000000000033,0.12600000000000033
5,"Friendly and helpful staff
Attended for my birthday and I was not disappointed, loved everything about it ",4.874,5,0.12600000000000033,0.12600000000000033
5,"Perfect location, everywhere was close, the room was clean and comfortable I can recommend Marlin Waterloo to everyone",4.875,5,0.125,0.125
3,Lovely areaRoom was poor curtain covered half the window and big step up and down to bathroomroom very very smalli think any hotel we book bookingcom gets the worst ,2.875,3,0.125,0.125
3,"The room was clean, and so was the toilette There are curtains in the bunk beds that should be washed, mine was dirty with some white marks I dont want to think of what fluidThe Argentine guy at the bar, who doesnt let you warm up food in the microwave, but lets others, so, there should be a clear policy on that Any bnB of the kind puts a micro at disposal of the clients This onewho knows Rude person The rest of the staff was friendly and helpful Yet it seems pretty bureaucratic and up to the decision of the boss of the time, not by the book",3.124,4,-0.12400000000000011,0.12400000000000011
4,"Clean and nice location Comfortable beds Staff was responsive to our needsRooms  were a wee bit small especially our sons single room Not a lot of extra room for suitcases and such 
Staff were cordial and efficient but a bit on the cool side Not much personality was shown Breakfast staff especially so hardly any interaction Just there to perform their duties",4.124,4,-0.12399999999999967,0.12399999999999967
5,"Everything, hotel location was very handy and staff very helpful and friendlyNothing, everything was 100",4.876,5,0.12399999999999967,0.12399999999999967
4,Nice view nice bed good amenitiesshower was very little power so that could us work  No vegan options in room,3.878,4,0.12199999999999989,0.12199999999999989
5,"Excellent location, great value for the money The staff was really friendly and helpful, and there was no question too difficult or unanswered The room fitted the description, and we knew what we had signed up for",4.879,5,0.12100000000000044,0.12100000000000044
5,Perfect location for traveling around and out of London Would definitely stay again and would highly recommend to others,4.879,5,0.12100000000000044,0.12100000000000044
4,Location was goodRoom was dated with paint peeling but fine for a onenight stay,3.879,4,0.121,0.121
4,"Clean rooms, very polite staffLifts are normally busy in the morning  2 out of 4 lifts were out of use for planned maintenance  At times we went up twice in the same lift before we landed at ground level",3.879,4,0.121,0.121
4,"it is in a quiet location, about 10 minutes walk from the tube lovely to walk through Hyde Park tooour bathroom mirror had a heated area which didnt mist up I told the staff it has been hung upside downunless you are 8feet tall",3.881,4,0.11900000000000022,0.11900000000000022
3,"Allowed to check in 1 hour early and check out 1 hour late
Location was good, few minutes down the road from tube station
Beds were comfyThis hotel is not a 4 star hotel, its a 3 star at best
Curtains in the room were stained and had holes in Mini fridge in the room wasnt very cold
We had to clean the shower head so that it actually sprayed the water
Room had a musty smell when we first got in there
Few small jobs in these roomshotel would make the hotel a lot nicer
Reception staff not the most welcoming of people, upon checking out we got a bye that was it, didnt get asked if the room was ok etc",3.119,3,-0.11900000000000022,0.11900000000000022
5,Love this hotel central for us using the tube  staff lovely and helpful rooms are great sizeNo complaints regarding anything,4.883,5,0.11699999999999999,0.11699999999999999
4,Particularly liked the breakfastMusic too loud in rooftop bar and at breakfast,4.117,4,-0.11699999999999999,0.11699999999999999
2,"the locationthe behavior of the front desk on the first day was 16 jan late afternoon after 4pm 
they were rude and Not professional and mistaken my payment with other customer name
no one answer the phone at the reception when we discovered a dirt on one of the towel with hair 
the room was so small",1.884,1,0.1160000000000001,0.1160000000000001
5,"Great location, excellent attentive staff and great customer careNothing it was perfect",4.885,5,0.11500000000000021,0.11500000000000021
5,"Great location, excellent attentive staff and great customer careNothing it was perfect",4.885,5,0.11500000000000021,0.11500000000000021
5,"Great location, excellent attentive staff and great customer careNothing it was perfect",4.885,5,0.11500000000000021,0.11500000000000021
5,"Great location, excellent attentive staff and great customer careNothing it was perfect",4.885,5,0.11500000000000021,0.11500000000000021
5,"Great location, excellent attentive staff and great customer careNothing it was perfect",4.885,5,0.11500000000000021,0.11500000000000021
4,"Central location
Comfortable bed
Contemporary styling
Soundproofed air conditioned rooms
Generous room size for budget hotel,Having to pay for early check in",4.112,4,-0.1120000000000001,0.1120000000000001
4,"location
clean bathroom
good towels
tea making in roomsmall beds small room",4.111,4,-0.11099999999999977,0.11099999999999977
4,Early book in and the hotel is clean and tidyOur room was really tiny with no window,3.893,4,0.1070000000000002,0.1070000000000002
5,The view of the Tower bridge from our room was amazing Staff were fantastic and room was very clean and comfortable,4.894,5,0.10599999999999987,0.10599999999999987
5,"The room was fantastic Very clean comfortable beds
The location was brilliant easy access to everywhere in London Tube nearby and bustops close
Breakfast was outstanding
 The staff were so accommadating Very friendly and so helpfulAll was good",4.896,5,0.10400000000000009,0.10400000000000009
4,"It was close to Euston station for us
The outside patio was nice
Shower was hot and bed comfortable after a busy dayIt was a bit smaller than we thought it would be
We also found a tablet capsule in the bed, it didnt belong to either of us",4.104,4,-0.10400000000000009,0.10400000000000009
4,"Good location Clean Quiet Comfortable bedSmall room No privacy, glass door on loo and shower room",3.897,4,0.1030000000000002,0.1030000000000002
5,"The hotel was perfect for a family trip Close walk to most things we wanted to do  

We also got the guest of the day so got a free upgrade to a penthouse This was amazing and completely unexpected which made it even more special 

The breakfast was good, and the staff were friendly They were also giving the children halloween goodies which they loved 

Thank you There wasnt anything we didnt like",4.898,5,0.10200000000000031,0.10200000000000031
4,Very clean and comfortableOpen plan nature of rooms with sliding door dividing bedroom and toiletshower is not ideal  especially for friends sharing a twin,4.102,4,-0.10200000000000031,0.10200000000000031
4,The view  we had a room overlooking Tower Bridge The location of the hotel is excellentOn arrival we had an issue with the toilet Changed rooms and went up a few floors and into a smaller room smaller bed and only one armchair changed rooms again but was just the same as the second one  a little disappointed,3.9,4,0.10000000000000009,0.10000000000000009
4,"Location is excellent, staff great Room clean and comfy Nice breakfast Coffee could be better though  I would recommend despite of few issuesBathroom Fan wasnt working, but its just maintenance issue If you open the wash hand basin tap water noise is an issue, and you can hear the nextdoor neighbours tap too Some noise could be heard from the corridor, and nextdoor neighbours mentioned earlier Someone was smoking in hisher room probably as in came through the undercut door gap via the corridor to my room and it wasnt very pleasant, fortunately was able to open the window to the lightwell",3.9,4,0.10000000000000009,0.10000000000000009
